hu011C57	hu011C57	1.0	24827.0	24827
hu011C57	hu016B28	0.05055022906531904	1113112.0	22019920
hu011C57	hu0211D6	0.052327695082102985	1133478.0	21661149
hu011C57	hu025CEA	0.05064517770998808	1107407.0	21865991
hu011C57	hu032C04	0.050653966244763565	1130091.0	22310020
hu011C57	hu034DB1	0.05127848003140236	1122555.0	21891347
hu011C57	hu03E3D2	0.05020934929380522	1112488.0	22156989
hu011C57	hu03E3D2-lfr	0.05020913548304636	1093634.0	21781574
hu011C57	hu040C0A	0.049363845027277704	1078830.0	21854659
hu011C57	hu0486D6	0.050248961524325356	1111370.0	22117273
hu011C57	hu0486D6-ilm	0.3057428326490901	959724.0	3138991
hu011C57	hu0486D6-lfr	0.0502103987921028	1097440.0	21856827
hu011C57	hu04DF3C	0.05049351049699781	1125613.0	22292231
hu011C57	hu04F220	0.050405935024021305	1123748.0	22293962
hu011C57	hu050E9C	0.05142199471487075	1092085.0	21237702
hu011C57	hu05FD49	0.05124871405323513	1112992.0	21717462
hu011C57	hu085B6D	0.050182418306432844	1110656.0	22132373
hu011C57	hu085B6D-lfr	0.05013947550976833	1094275.0	21824620
hu011C57	hu089792	0.0506297573321305	1122235.0	22165522
hu011C57	hu0A4518	0.05027051765469486	1121489.0	22309080
hu011C57	hu0CF2EE	0.051222978659991605	1123319.0	21929982
hu011C57	hu0D1FA1	0.050916387589902704	1134144.0	22274636
hu011C57	hu0D879F	0.051574616933595385	1132597.0	21960357
hu011C57	hu0E64A1	0.05151928661666139	1119348.0	21726776
hu011C57	hu1187FF	0.05077906439251458	1126547.0	22185265
hu011C57	hu132B5C	0.051038839346457886	1138067.0	22298058
hu011C57	hu1378E3	0.05175250189629166	1134641.0	21924370
hu011C57	hu15FECA	0.05132582287730326	1113623.0	21697129
hu011C57	hu1904EC	0.050876864090860674	1130065.0	22211766
hu011C57	hu19C09F	0.05115867241371247	1126734.0	22024301
hu011C57	hu1F73AB	0.05120751162485883	1131039.0	22087365
hu011C57	hu241DEA	0.05179468831694898	1132505.0	21865273
hu011C57	hu24A473	0.050505107107977724	1117591.0	22128277
hu011C57	hu24A473-lfr	0.050538866076329486	1096769.0	21701496
hu011C57	hu24C863	0.05071177823681727	1131054.0	22303576
hu011C57	hu259AC7	0.05107088333433004	1092261.0	21387157
hu011C57	hu26B551	0.05130200921093344	1126146.0	21951304
hu011C57	hu27FD1F	0.05142172126017833	1140880.0	22186733
hu011C57	hu2843C9	0.05076483400076074	1123882.0	22138987
hu011C57	hu297562	0.051926868738420576	1141170.0	21976484
hu011C57	hu2C1D94	0.052231905239065485	1129199.0	21618951
hu011C57	hu2D6140	0.051663296731018105	1115739.0	21596357
hu011C57	hu2DBF2D	0.05104782092566773	1106921.0	21684001
hu011C57	hu2FEC01	0.0510498886602334	1106259.0	21670155
hu011C57	hu3073E3	0.050299831347693474	1112218.0	22111764
hu011C57	hu33E2D9	0.05054672036013985	1126058.0	22277568
hu011C57	hu342A08	0.05160959282036935	1118666.0	21675544
hu011C57	hu34D5B9-1	0.051410996507565226	1120420.0	21793392
hu011C57	hu34D5B9-2	0.050933552857363965	1135342.0	22290650
hu011C57	hu38168C	0.04826029905568715	1046692.0	21688469
hu011C57	hu3A1B15	0.050556059972287064	1115691.0	22068393
hu011C57	hu3A8D13	0.050414454181105926	1118686.0	22189787
hu011C57	hu3C0611	0.05114461562414183	1140546.0	22300412
hu011C57	hu3CAB43	0.051026204822682206	1119379.0	21937336
hu011C57	hu3F864B	0.05099950439133684	1136664.0	22287746
hu011C57	hu4040B8	0.051255650399226874	1115480.0	21763064
hu011C57	hu42D651	0.05113708473414677	1126994.0	22038683
hu011C57	hu432EB5	0.05085668937723836	1133524.0	22288592
hu011C57	hu4339C0	0.05125647032467036	1120169.0	21854197
hu011C57	hu448C4B	0.05159510705057677	1136496.0	22027205
hu011C57	hu44DCFF	0.051349446360875885	1136272.0	22128223
hu011C57	hu470099	0.05098720400556723	1126636.0	22096446
hu011C57	hu48C4EB	0.050741594613805945	1126306.0	22196898
hu011C57	hu4B0812	0.05088342486753985	1132516.0	22257071
hu011C57	hu4BE6F2	0.05086471267674581	1125716.0	22131571
hu011C57	hu4BF398	0.05150446176926593	1130900.0	21957321
hu011C57	hu4CA5B9	0.050786046994872984	1116438.0	21983164
hu011C57	hu4FE0D1	0.051257707625666935	1134210.0	22127599
hu011C57	hu52B7E5	0.05098645741585445	1123314.0	22031615
hu011C57	hu52F345	0.05132699217171582	1135716.0	22127071
hu011C57	hu553620	0.050796623427122004	1123474.0	22117100
hu011C57	hu57A769	0.05068104295213334	1130209.0	22300429
hu011C57	hu589D0B	0.050552266936989027	1121695.0	22188817
hu011C57	hu599905	0.05076361826253795	1131162.0	22282927
hu011C57	hu5B8771	0.05053224777034139	1121982.0	22203287
hu011C57	hu5CD2C6	0.05087963286244699	1122824.0	22068241
hu011C57	hu5E55F5	0.05119016484877972	1132918.0	22131556
